age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,original_label,original_prediction,final_prediction,IsCorrect,IsAdversarial,score_before_attack,score_after_attack
29,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1762,60,Germany,1,1,0,True,True,0.99808747,0.41734335
24,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,0,0,0,True,False,0.07580199,0.07580278
20,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,0,0,0,True,False,0.0039011578,0.0039011433
62,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,10520,0,33,United-States,1,1,1,True,False,0.99902785,0.99902785
46,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1,1,1,True,False,0.97891575,0.97891587
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,Outlying-US(Guam-USVI-etc),1,1,0,True,True,0.7231112,0.40227923
41,Private,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,10520,0,38,United-States,1,1,1,True,False,0.9992724,0.9992724
43,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1,0,0,False,False,0.34982887,0.34982887
32,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0,0,True,False,0.014167995,0.014167995
46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,1,1,1,True,False,0.9307844,0.9307844
53,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,52,United-States,1,1,1,True,False,0.96836424,0.96836424
41,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,43,United-States,1,1,1,True,False,0.99977285,0.99977285
33,Private,9th,9,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,1980,45,Ecuador,1,1,0,True,True,0.97589374,0.43369654
48,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.95093733,0.95093733
34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,1,1,False,False,0.6090096,0.6090096
35,Federal-gov,11th,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,1,1,0,True,True,0.5701057,0.18992317
45,Private,Assoc-voc,11,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,2176,213,50,United-States,0,0,1,True,True,0.44985798,0.60736775
40,Private,Masters,13,Married-spouse-absent,Tech-support,Husband,White,Male,0,0,40,Laos,1,1,0,True,True,0.92806244,0.47677404
37,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,25236,0,25,United-States,1,1,1,True,False,0.87277544,0.87277544
23,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,0,0,True,False,0.00050298916,0.00050298916
50,Private,Some-college,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,1,True,True,0.27914265,0.740098
43,Private,7th-8th,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1,1,0,True,True,0.7460627,0.20376512
26,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,65,United-States,0,0,0,True,False,0.030966425,0.030966425
61,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,1,1,True,False,0.9517649,0.9517649
33,Private,Assoc-voc,11,Separated,Adm-clerical,Own-child,Black,Female,0,0,50,United-States,0,0,0,True,False,0.060677655,0.060677655
58,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,1,1,1,True,False,0.9982817,0.9982817
40,Private,Assoc-voc,11,Never-married,Sales,Unmarried,White,Female,4687,0,50,United-States,1,1,1,True,False,0.90614045,0.90614045
32,Private,7th-8th,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,84,United-States,1,1,0,True,True,0.80499685,0.36656457
54,State-gov,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,213,56,United-States,0,0,1,True,True,0.4707144,0.80541474
42,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,3325,0,84,United-States,0,0,1,True,True,0.4737092,0.54397464
41,Private,7th-8th,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1,1,0,True,True,0.71892285,0.15426402
28,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0,0,0,True,False,0.004843983,0.004843983
50,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.9019467,0.9019467
17,Federal-gov,11th,7,Never-married,Adm-clerical,Not-in-family,Black,Female,0,1602,40,United-States,0,0,0,True,False,0.0012489883,0.0012489883
37,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,0,0,0,True,False,0.009442009,0.009442009
35,Private,1st-4th,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Germany,1,1,0,True,True,0.8193081,0.36304322
23,Local-gov,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,45,United-States,0,0,0,True,False,0.00057815626,0.00057815626
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1762,40,United-States,1,1,0,True,True,0.98576397,0.14419995
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,0,0,True,False,0.00035247346,0.00035247346
62,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.9378621,0.9378617
45,Private,7th-8th,10,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,United-States,1,1,0,True,True,0.73844653,0.09422754
47,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,1,1,1,True,False,0.9999423,0.9999423
63,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,1,0,0,False,False,0.21410033,0.21410131
70,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,0,1,1,False,False,0.7239066,0.72390586
32,Private,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,16,United-States,0,0,0,True,False,0.0049432637,0.00494317
59,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,0,0,False,False,0.46543753,0.46543518
38,Self-emp-inc,Masters,14,Married-spouse-absent,Sales,Husband,White,Male,0,0,40,United-States,1,1,0,True,True,0.88975495,0.44031417
47,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1,1,1,True,False,0.9639337,0.96393406
51,Private,11th,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,50,Thailand,1,1,0,True,True,0.75608873,0.4620047
58,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,1876,40,United-States,1,1,0,True,True,0.99755174,0.3877766
43,Private,11th,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,86,United-States,1,1,0,True,True,0.72415966,0.4731403
28,Private,Masters,14,Married-AF-spouse,Prof-specialty,Own-child,White,Female,0,0,50,United-States,0,0,1,True,True,0.48953176,0.6015364
30,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,0,0,True,False,0.005882756,0.0058827884
42,State-gov,Some-college,6,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,38,Thailand,0,0,1,True,True,0.1533208,0.5668787
50,Private,11th,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy,1,1,0,True,True,0.6516117,0.20008734
57,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,1,1,False,False,0.66477674,0.66477764
37,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,43,Ecuador,1,1,0,True,True,0.6480254,0.45717213
44,Local-gov,Bachelors,13,Separated,Prof-specialty,Husband,White,Male,0,0,38,Ireland,1,1,0,True,True,0.9204041,0.43469796
42,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,53,United-States,0,1,1,False,False,0.787879,0.787878
33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,75,United-States,1,1,1,True,False,0.9998242,0.9998242
39,Private,Bachelors,13,Married-AF-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,0,1,True,True,0.26793745,0.50561994
38,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,1,1,False,False,0.8919062,0.8919081
43,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.9029162,0.9029169
57,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1762,40,United-States,1,1,0,True,True,0.9975169,0.08004348
25,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,60,United-States,0,0,0,True,False,0.22167137,0.22167169
48,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0,1,1,False,False,0.6976909,0.6976889
53,Local-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,1,1,1,True,False,0.8606037,0.8606037
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,1,1,False,False,0.5005603,0.5005584
42,Local-gov,7th-8th,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,1,0,True,True,0.6411529,0.16098566
33,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0,1,1,False,False,0.6552245,0.65522575
34,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,1,1,1,True,False,0.8903291,0.8903286
37,Private,1st-4th,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,66,Mexico,0,0,0,True,False,0.25608197,0.25608197
26,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4416,0,43,United-States,1,1,0,True,True,0.99214375,0.44916248
30,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0,True,False,0.08808735,0.08808735
35,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,8614,0,45,United-States,1,1,1,True,False,0.9997193,0.9997193
31,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0,0,0,True,False,0.015427236,0.015427236
35,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,1,1,False,False,0.7759893,0.7759893
35,Private,Bachelors,13,Married-AF-spouse,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0,0,1,True,True,0.3605403,0.5832729
28,Local-gov,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,213,50,United-States,0,0,1,True,True,0.3784717,0.6843162
56,Local-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,0,0,True,False,0.23968354,0.23968354
35,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0,0,0,True,False,0.008962303,0.008962303
26,Private,Bachelors,13,Married-AF-spouse,Other-service,Wife,White,Male,0,213,35,United-States,0,0,1,True,True,0.03488632,0.67620414
38,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,2414,0,40,United-States,0,0,1,True,True,0.036457922,0.9712106
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,1,0,0,False,False,0.4662051,0.4662051
51,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0,1,1,False,False,0.93961245,0.93961245
39,Self-emp-not-inc,Assoc-voc,11,Married-spouse-absent,Tech-support,Husband,White,Male,0,0,48,United-States,1,1,0,True,True,0.8669362,0.4696542
41,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,1974,40,United-States,0,1,1,False,False,0.9214002,0.9214002
30,Private,Bachelors,13,Married-spouse-absent,Adm-clerical,Husband,White,Male,0,2001,40,United-States,1,1,0,True,True,0.98729634,0.26424888
63,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Cuba,0,0,0,True,False,0.21958488,0.21958488
48,Private,Masters,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,45,Ireland,1,1,0,True,True,0.659105,0.41025585
37,Private,HS-grad,9,Married-spouse-absent,Tech-support,Husband,White,Male,0,0,80,United-States,1,1,0,True,True,0.808054,0.37092873
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,0,0,0,True,False,0.00021996889,0.00021996889
56,Private,Preschool,5,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,40,Canada,0,0,1,True,True,0.18666367,0.79455477
44,Private,12th,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,1,0,True,True,0.783304,0.3063513
22,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,0,0,0,True,False,0.0037560393,0.0037560393
41,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0,0,0,True,False,0.005922189,0.005922189
50,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,England,0,0,1,True,True,0.4844339,0.5125403
35,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0,0,0,True,False,0.1671003,0.1671003
38,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0,0,0,True,False,0.028865738,0.028865738
37,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0,1,1,False,False,0.59709626,0.59709626
33,Federal-gov,Bachelors,12,Separated,Exec-managerial,Husband,White,Female,0,0,39,Japan,1,1,0,True,True,0.86805737,0.4749261
47,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,55,United-States,1,1,1,True,False,0.9533522,0.9533522
32,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,55,Mexico,1,1,1,True,False,0.9998417,0.9998417
19,Private,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,24,United-States,0,0,0,True,False,0.00028423214,0.00028423214
55,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,40,United-States,1,1,1,True,False,0.99916637,0.99916637
17,Private,12th,8,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,0,0,0,True,False,0.0005838691,0.0005838691
25,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,1,1,1,True,False,0.99956554,0.99956554
59,State-gov,Doctorate,15,Married-spouse-absent,Prof-specialty,Husband,White,Male,0,0,9,Ireland,1,1,0,True,True,0.6547256,0.40512338
53,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,38,United-States,1,1,1,True,False,0.9998622,0.9998622
31,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60,United-States,1,1,1,True,False,0.99987996,0.99987996
54,Private,11th,7,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,1,0,0,False,False,0.020228239,0.020228239
52,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,213,45,Puerto-Rico,0,0,1,True,True,0.34390828,0.6728076
49,Local-gov,7th-8th,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1,1,0,True,True,0.8818809,0.32755858
55,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.9345515,0.9345515
50,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,1,1,0,True,True,0.6516117,0.28066415
71,Self-emp-not-inc,11th,7,Married-spouse-absent,Exec-managerial,Husband,White,Male,0,0,75,United-States,1,1,0,True,True,0.6889709,0.39281613
27,Private,Bachelors,13,Married-spouse-absent,Exec-managerial,Husband,White,Male,0,0,48,United-States,1,1,0,True,True,0.90453845,0.4509915
28,Private,Prof-school,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,1,1,0,True,True,0.5308043,0.4510541
43,Private,Masters,14,Never-married,Prof-specialty,Unmarried,White,Male,0,0,50,Guatemala,1,1,0,True,True,0.739993,0.479404
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,65,United-States,0,1,1,False,False,0.5128817,0.5128817
42,State-gov,1st-4th,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Yugoslavia,1,1,0,True,True,0.87357885,0.45444804
32,Self-emp-not-inc,Prof-school,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,0,1,True,True,0.15203409,0.69366837
42,Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,0,0,0,True,False,0.0705498,0.0705498
57,Federal-gov,HS-grad,9,Separated,Adm-clerical,Other-relative,Black,Female,0,0,35,United-States,0,0,0,True,False,0.025964757,0.025964757
35,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,Germany,1,1,0,True,True,0.5264972,0.46491146
24,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,20,United-States,0,0,0,True,False,0.0006618129,0.0006618129
42,Private,Some-college,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1,0,0,False,False,0.20514315,0.20514315
53,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,10,United-States,0,0,0,True,False,0.016387565,0.016387565
48,Private,11th,9,Married-spouse-absent,Exec-managerial,Husband,White,Male,4416,0,56,United-States,1,1,0,True,True,0.99705505,0.4229494
37,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,86,United-States,0,0,0,True,False,0.13501555,0.13501555
47,Self-emp-not-inc,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,213,40,United-States,0,0,1,True,True,0.3987686,0.82477975
25,Private,7th-8th,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,56,United-States,1,1,0,True,True,0.6282945,0.20551528
41,Federal-gov,12th,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Japan,1,1,0,True,True,0.85245985,0.40346184
62,Self-emp-not-inc,Masters,14,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,20,United-States,0,0,0,True,False,0.04920626,0.04920626
56,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.93860096,0.93860096
28,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,0,0,0,True,False,0.001500218,0.001500218
82,Private,5th-6th,3,Widowed,Other-service,Unmarried,White,Male,0,0,20,United-States,0,0,0,True,False,0.0017760885,0.0017760885
33,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1590,40,United-States,0,0,0,True,False,0.13898131,0.13898131
47,State-gov,1st-4th,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,39,Iran,1,1,0,True,True,0.78334975,0.3717331
61,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,0,1,1,False,False,0.69433844,0.69433844
32,Private,7th-8th,10,Married-AF-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1,1,0,True,True,0.7595,0.19780482
51,Self-emp-inc,11th,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,1825,40,United-States,0,0,1,True,True,0.005569174,0.7761855
73,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,0,0,0,True,False,0.0041822377,0.0041822377
40,Private,Bachelors,13,Married-spouse-absent,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,1,0,True,True,0.85485977,0.36314037
46,Private,Assoc-voc,11,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,0,0,0,True,False,0.08493992,0.08493992
56,Self-emp-inc,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0,1,1,False,False,0.5322687,0.5322687
23,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,0,0,True,False,0.0003617537,0.0003617537
30,State-gov,Preschool,10,Married-civ-spouse,Armed-Forces,Husband,White,Male,3471,0,40,United-States,0,0,1,True,True,0.13405854,0.6194354
60,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,99999,0,40,United-States,1,1,1,True,False,0.99943835,0.99943835
52,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Cuba,0,0,0,True,False,0.016754882,0.016754882
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0,True,False,0.3478059,0.3478059
52,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,1,1,1,True,False,0.99976236,0.99976236
33,Private,5th-6th,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,1,0,True,True,0.8610918,0.3698885
42,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,8614,0,40,United-States,1,1,1,True,False,0.9990952,0.9990952
46,Federal-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,1,1,False,False,0.56936467,0.56936467
70,Self-emp-inc,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,55,United-States,0,1,1,False,False,0.5381855,0.5381855
28,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,1,1,1,True,False,0.9996617,0.9996617
35,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1,0,0,False,False,0.36011544,0.36011544
72,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,2290,0,45,United-States,0,0,0,True,False,0.18569064,0.18569064
38,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,1,1,True,False,0.941363,0.941363
67,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,1,1,True,False,0.9346146,0.9346146
27,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0,True,False,0.032210033,0.032210033
68,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,24,United-States,1,0,0,False,False,0.012159053,0.012159053
51,Self-emp-inc,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,27828,0,60,United-States,1,1,1,True,False,0.9996885,0.9996885
35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,0,0,0,True,False,0.23091452,0.23091452
